worker_id,average_monthly_income,income_volatility,working_days_per_month,gig_duration_months,completion_rate,cancellation_rate,platform_rating,existing_monthly_obligations,income_month_1,income_month_2,income_month_3,income_month_4,income_month_5,income_month_6,loan_repaid
1499,682.87,0.354,23,12,0.62,0.139,3.08,117.87,649.06,813.28,754.06,711.46,308.44,599.94,1
1500,3540.69,0.337,17,16,0.496,0.155,3.44,849.22,6690.12,5219.33,586.26,3717.49,4730.49,4065.93,1
1501,1581.05,0.567,20,18,0.233,0.231,3.13,170.27,784.87,1152.56,3329.91,1880.7,2516.85,0.0,1
1502,1157.88,0.298,27,25,0.527,0.174,4.12,297.96,707.86,1491.4,867.81,799.6,1274.33,612.77,1
1503,882.76,0.148,22,32,0.847,0.05,4.61,206.54,760.25,856.95,903.98,1080.14,925.84,948.21,1
1504,2700.41,0.298,20,32,0.679,0.092,5.0,313.19,2886.95,3493.63,2782.24,2541.78,1964.94,3224.9,1
1505,2310.76,0.145,26,21,1.0,0.094,4.21,513.98,2475.9,2041.81,2391.61,2409.72,1492.31,2180.78,1
1506,1703.85,0.396,17,20,0.599,0.073,3.56,455.23,1227.36,2193.07,1736.24,1261.65,1536.26,1295.2,0
1507,1500.47,0.155,17,34,0.77,0.0,4.39,279.53,1505.35,1478.36,1515.7,1572.7,1060.52,1418.02,1
1508,778.93,0.418,23,23,0.621,0.143,3.29,88.95,1413.01,392.62,348.11,1455.97,839.04,841.48,1
1509,1736.78,0.388,18,16,0.543,0.103,3.6,337.32,1760.48,1633.48,3479.97,1070.13,2615.62,177.72,1
1510,1125.3,0.43,19,17,0.409,0.114,3.38,252.29,1280.65,1764.99,1440.58,585.36,827.09,1350.65,1
1511,1041.68,0.499,15,12,0.191,0.267,2.36,118.33,2023.76,511.79,1068.65,592.21,751.21,1058.53,0
1512,8457.08,0.147,28,37,0.698,0.088,4.28,840.54,7588.09,6609.2,10750.1,8042.33,7204.89,8765.12,1
1513,1951.35,0.517,20,9,0.06,0.192,3.19,432.67,1181.08,2353.68,869.78,1425.26,1996.0,1826.51,1
1514,1851.86,0.541,16,8,0.154,0.328,3.85,455.31,1380.96,169.71,2722.5,808.5,1818.54,465.19,1
1515,8439.12,0.089,19,34,0.989,0.0,4.32,2970.41,8042.7,9613.07,8022.24,8401.83,7673.84,7614.47,1
1516,2097.54,0.16,21,43,0.815,0.062,3.66,489.27,1484.66,2615.22,2232.95,2622.95,2404.67,2610.28,1
1517,1431.26,0.404,21,15,0.305,0.099,3.43,119.19,1511.03,2031.43,1676.61,1344.66,2993.34,1059.8,1
1518,1047.78,0.304,22,17,0.597,0.134,3.07,359.58,1116.86,1044.2,303.7,1017.07,1426.7,1305.03,1
1519,1022.9,0.404,20,17,0.394,0.139,3.14,270.45,946.04,1711.26,430.89,1164.71,977.16,575.33,1
1520,501.39,0.244,23,30,0.785,0.115,4.34,9.82,531.63,665.82,695.27,580.54,486.41,499.55,0
1521,2113.25,0.427,21,18,0.262,0.204,3.4,206.2,2346.17,1632.5,1885.68,3352.5,1649.79,1715.56,1
1522,520.67,0.46,17,16,0.281,0.267,3.75,73.25,205.11,865.65,1000.57,578.23,392.6,451.74,0
1523,2376.9,0.386,21,15,0.442,0.138,2.84,587.21,2641.62,1540.8,3578.43,2374.46,3255.64,2065.08,0
1524,1569.96,0.148,19,23,0.759,0.0,4.14,0.0,1699.99,1524.08,1518.67,1339.1,1803.18,1906.14,1
1525,1486.86,0.559,27,11,0.288,0.21,3.05,253.47,158.37,0.0,1230.23,2102.36,514.03,3090.16,1
1526,1571.22,0.175,21,21,0.684,0.086,4.44,380.99,1973.1,1611.3,2024.0,1339.25,1671.83,1636.49,1
1527,3097.85,0.41,20,18,0.344,0.093,3.9,0.0,1527.15,2723.53,5770.77,1985.09,4510.08,2573.31,1
1528,2704.34,0.429,21,16,0.393,0.119,3.74,648.34,1385.24,2180.28,2372.2,2928.16,2298.51,1163.9,1
1529,1713.07,0.142,22,33,0.819,0.028,4.84,427.16,1762.15,1672.82,2086.84,2087.65,1661.67,1373.35,1
1530,641.43,0.545,17,15,0.267,0.281,3.2,72.01,828.28,438.91,1001.37,895.29,884.64,1147.91,0
1531,2710.41,0.201,21,22,0.544,0.169,4.49,237.8,3134.78,2733.15,3366.63,2689.93,3105.72,1909.01,1
1532,940.02,0.141,20,38,0.929,0.02,3.88,104.36,1014.47,1110.36,953.44,809.75,996.96,881.58,1
1533,644.84,0.28,23,17,0.807,0.092,3.52,0.0,551.16,453.44,523.63,919.22,690.67,672.84,1
1534,2221.77,0.06,18,33,0.842,0.0,4.72,341.94,2236.15,2336.06,2082.06,2214.27,2273.26,1877.05,1
1535,2797.75,0.492,24,15,0.27,0.174,2.76,552.75,2361.96,3093.97,1002.84,2398.38,2415.56,1076.71,1
1536,993.43,0.524,21,11,0.208,0.238,3.64,81.91,1084.14,1188.19,1988.2,1282.44,411.57,296.67,1
1537,2140.34,0.331,24,27,0.845,0.067,3.99,551.7,2188.85,2118.57,2148.09,1822.82,1037.24,1668.58,1
1538,1107.55,0.228,16,33,0.856,0.029,4.56,208.45,980.21,926.62,818.83,917.64,1257.75,1172.79,1
1539,2588.6,0.195,20,31,0.876,0.049,4.26,519.8,2413.69,2812.71,3093.59,2257.58,2643.11,3106.36,1
1540,4143.31,0.094,29,24,0.794,0.088,4.36,612.55,3423.1,4345.06,3957.11,3886.77,4320.43,3885.29,1
1541,1653.11,0.226,30,25,0.549,0.132,4.15,395.83,1963.18,1354.11,1409.95,1232.01,1343.5,1480.67,1
1542,1073.2,0.184,28,35,0.834,0.104,3.9,303.98,1131.82,809.51,1480.6,829.13,1093.41,1049.64,1
1543,492.53,0.577,21,16,0.053,0.273,2.96,72.6,0.0,516.78,114.36,768.78,514.88,263.61,0
1544,2151.43,0.429,20,11,0.168,0.253,3.6,518.24,2884.18,2848.67,2368.57,2769.33,3333.02,2537.42,1
1545,465.27,0.523,13,9,0.166,0.314,3.24,112.49,452.36,709.93,321.43,264.99,672.61,574.49,0
1546,2002.94,0.302,24,21,0.55,0.174,3.65,427.49,1436.93,2729.98,1549.5,2539.71,1555.87,358.6,1
1547,2048.52,0.327,16,34,0.587,0.21,3.8,643.57,1361.99,2297.17,1068.46,2255.61,2386.32,2476.62,1
1548,684.88,0.519,12,13,0.194,0.188,3.98,83.47,440.06,591.25,706.07,569.7,419.19,730.13,1
1549,1209.99,0.247,16,19,0.707,0.014,3.77,176.99,931.59,1209.35,948.82,843.64,429.08,1287.33,1
1550,2653.16,0.407,23,19,0.346,0.177,3.43,312.66,1793.29,1312.23,3291.04,3021.46,4514.83,3925.51,1
1551,866.27,0.316,20,27,0.549,0.121,3.07,206.17,1331.86,679.37,853.4,1376.97,763.62,377.22,1
1552,923.91,0.258,22,19,0.649,0.181,3.93,146.16,1012.42,911.21,849.34,927.38,1171.82,624.46,0
1553,1237.09,0.299,20,20,0.57,0.071,4.05,153.82,1990.49,1138.43,915.7,1606.63,992.37,1211.1,1
1554,2687.71,0.344,16,14,0.597,0.117,4.09,841.39,2896.26,2772.71,4009.48,2492.11,1941.83,543.09,1
1555,2486.1,0.534,14,9,0.117,0.261,3.27,807.39,3254.81,661.63,3462.38,3709.42,1760.75,2205.23,1
1556,916.74,0.553,14,10,0.143,0.239,3.68,140.91,470.16,332.87,571.26,840.57,1044.85,1345.75,1
1557,544.4,0.571,11,9,0.0,0.261,3.49,38.44,492.16,785.53,121.84,0.0,599.16,667.71,1
1558,2086.56,0.471,16,16,0.126,0.256,3.88,686.65,2006.33,1267.93,231.91,1377.57,2575.47,2164.16,0
1559,560.34,0.238,18,24,0.76,0.134,4.56,121.96,643.17,470.02,712.26,578.01,494.04,529.25,0
1560,1557.26,0.442,21,16,0.358,0.257,4.18,332.72,1523.24,1622.61,2182.36,2301.61,1585.06,1263.09,1
1561,1390.22,0.384,22,23,0.339,0.187,3.57,261.92,1577.6,893.58,1948.39,1308.35,940.53,1131.3,1
1562,2846.82,0.277,16,32,0.523,0.098,3.36,330.16,3095.27,3717.97,2752.1,2870.3,4003.78,3026.92,1
1563,3108.63,0.332,19,13,0.594,0.198,3.97,456.77,2796.5,1813.31,3939.32,2503.38,1754.39,1510.25,1
1564,859.38,0.439,26,18,0.419,0.111,3.84,201.28,706.46,859.95,1246.58,1447.77,549.54,1410.9,0
1565,1474.24,0.32,17,21,0.465,0.243,4.48,212.58,1159.09,1121.6,1441.36,2181.19,1274.78,1126.76,1
1566,1090.34,0.257,22,28,0.523,0.206,4.35,234.03,1393.95,1134.16,989.88,900.64,1760.49,1246.78,1
1567,1372.87,0.199,22,30,0.716,0.165,4.8,248.59,1290.37,1237.17,1106.56,959.22,1582.05,1394.79,1
1568,2055.25,0.413,23,23,0.319,0.224,3.8,196.17,2334.39,2035.17,2416.93,521.43,1330.79,1076.12,1
1569,1203.23,0.299,21,13,0.465,0.048,3.89,372.63,1146.87,1642.95,1404.58,1420.49,1499.26,1668.65,1
1570,1378.28,0.402,17,20,0.388,0.121,3.07,313.59,1967.69,996.96,1152.78,1453.28,1664.4,1978.15,0
1571,2092.47,0.479,18,11,0.382,0.19,3.56,431.99,100.81,1395.45,1803.21,1309.27,2366.7,518.98,1
1572,2413.97,0.588,16,11,0.192,0.188,2.92,541.7,2844.07,1965.52,2105.5,2799.88,3401.76,2309.53,0
1573,1326.82,0.513,17,9,0.198,0.205,3.47,48.52,473.29,2329.37,1864.98,490.02,1366.32,1467.86,1
1574,1518.38,0.223,17,25,0.719,0.121,4.05,213.4,1650.65,1488.0,1053.11,1787.49,1576.2,817.15,1
1575,640.05,0.529,22,12,0.199,0.212,3.49,37.01,590.43,1057.94,265.83,510.61,114.25,0.0,1
1576,4336.88,0.275,25,26,0.495,0.085,3.82,823.9,2576.9,4126.27,3044.3,3049.41,6054.89,3344.41,1
1577,1569.15,0.396,15,19,0.414,0.211,4.03,323.36,1778.84,2307.96,1476.91,1341.22,1291.24,753.6,0
1578,1884.2,0.169,22,32,0.705,0.119,3.12,360.46,1955.38,2013.55,1984.3,1756.74,1491.39,1552.89,1
1579,1292.1,0.396,18,17,0.456,0.144,3.62,354.41,1173.73,1576.0,744.9,1478.98,1033.92,619.9,1
1580,1325.17,0.439,14,14,0.469,0.188,4.0,79.79,1264.41,490.83,1853.4,2002.75,1055.5,1254.05,0
1581,1372.21,0.504,10,16,0.209,0.223,4.11,159.26,1483.88,276.9,2383.51,2142.54,818.22,755.27,1
1582,2325.56,0.332,18,24,0.492,0.214,4.11,495.69,3235.18,3151.79,2645.03,2448.8,2925.93,3185.57,1
1583,3726.03,0.319,19,22,0.652,0.115,4.53,749.36,3352.36,4983.53,5060.82,3503.5,4884.17,3940.34,1
1584,1310.34,0.36,14,22,0.545,0.2,3.74,97.97,1787.92,2451.91,878.89,1042.26,386.69,1684.81,1
1585,4277.13,0.338,21,23,0.468,0.059,3.84,1179.3,4222.93,2126.36,2986.98,1718.1,3532.04,1833.53,1
1586,3364.37,0.276,26,24,0.638,0.133,4.19,1020.94,4566.03,3814.9,3841.63,3346.55,2953.43,2781.76,0
1587,1420.58,0.368,23,18,0.429,0.143,3.65,304.07,1297.66,885.35,1400.51,975.69,1330.59,1491.79,1
1588,501.85,0.318,19,17,0.435,0.118,3.43,29.75,395.64,383.8,359.47,696.06,773.85,574.06,1
1589,1314.75,0.252,14,27,0.661,0.163,3.74,253.45,950.52,1148.09,1787.61,1248.15,1044.79,1099.83,1
1590,4152.86,0.262,24,25,0.517,0.185,3.41,860.59,4116.02,4569.43,4478.39,4966.79,5855.06,3606.9,1
1591,1252.91,0.092,25,41,0.897,0.0,4.62,198.28,1161.63,1176.49,1333.73,1197.38,1236.09,1207.85,1
1592,2002.99,0.182,25,41,0.831,0.098,4.26,576.42,2514.34,2015.24,1757.5,1757.05,2575.23,1894.54,1
1593,1959.84,0.363,28,29,0.429,0.192,3.68,334.59,1339.23,2552.54,3156.53,2390.66,1738.33,3501.51,1
1594,1607.82,0.525,13,13,0.0,0.234,3.0,560.11,1025.65,2559.49,1476.27,1842.06,1246.65,1872.11,1
1595,846.86,0.304,10,29,0.689,0.056,4.13,205.49,996.53,1025.25,1109.33,929.85,841.03,857.13,1
1596,867.95,0.24,18,23,0.628,0.034,4.34,175.4,1115.28,962.2,746.39,848.39,1137.49,605.35,1
1597,1646.81,0.437,19,18,0.406,0.152,2.9,417.69,2172.78,1544.91,1768.15,2214.76,1760.71,758.0,0
1598,1039.44,0.24,22,26,0.825,0.055,3.49,314.4,1303.01,897.79,1178.32,1199.96,1091.53,986.36,1
1599,372.45,0.38,14,17,0.388,0.213,4.02,93.83,361.1,448.7,654.73,64.5,462.52,532.36,1
1600,3522.83,0.385,14,18,0.69,0.111,3.2,612.74,3433.19,2098.25,2926.75,3173.83,2330.3,3252.88,1
1601,2261.57,0.349,18,17,0.533,0.084,3.91,287.69,3849.01,2355.57,2421.41,3062.28,2527.24,2138.23,1
1602,3192.72,0.459,13,21,0.294,0.208,4.17,288.08,5671.22,1615.41,4060.57,1697.73,2271.64,2101.4,1
1603,2322.18,0.402,21,15,0.201,0.207,4.26,0.0,2989.38,2283.61,1000.43,741.14,3696.63,695.1,1
1604,2088.53,0.289,19,16,0.584,0.077,4.09,405.05,2757.42,1451.62,774.25,2004.65,2341.59,2352.62,1
1605,1884.74,0.219,19,31,0.694,0.017,4.32,280.8,2238.36,1719.76,1474.58,2099.22,2170.06,1779.98,1
1606,1468.67,0.212,20,35,0.84,0.091,5.0,225.1,1092.37,1257.75,1770.47,1324.99,832.33,1607.85,1
1607,2298.64,0.228,23,23,0.677,0.123,3.11,602.95,2277.88,1881.6,3197.25,2975.55,2668.64,2379.59,1
1608,993.97,0.394,20,13,0.38,0.203,3.52,170.0,1580.79,959.72,632.11,1716.77,924.36,615.99,1
1609,598.49,0.533,18,18,0.203,0.183,3.7,198.47,828.35,0.0,210.24,0.0,139.9,670.42,0
1610,1108.99,0.379,20,17,0.487,0.157,3.51,148.77,1082.29,352.31,1753.28,947.79,1148.86,567.01,1
1611,2423.73,0.457,17,21,0.229,0.144,3.88,248.01,4094.2,3313.59,1797.7,0.0,742.71,2664.59,1
1612,645.83,0.259,17,27,0.565,0.079,3.88,51.27,707.58,670.49,583.66,756.35,747.99,635.32,1
1613,454.07,0.605,14,12,0.026,0.265,3.27,107.99,661.57,255.42,854.78,267.37,847.87,877.15,1
1614,1819.58,0.397,18,16,0.437,0.174,3.53,495.14,2089.91,2522.52,2754.07,1476.15,527.19,1193.88,0
1615,1159.49,0.406,26,12,0.232,0.131,3.27,153.57,1413.96,858.93,1598.72,1699.36,1145.39,535.55,1
1616,1802.54,0.286,16,27,0.721,0.037,3.75,171.03,2118.73,1503.37,919.28,1116.98,1717.45,1589.32,1
1617,3200.75,0.09,22,32,0.786,0.055,4.38,967.98,3573.87,2975.84,2839.45,2747.27,2629.56,3375.61,1
1618,1941.08,0.307,21,16,0.507,0.191,3.49,124.17,2793.13,3077.16,2608.75,584.03,2487.19,274.03,1
1619,846.31,0.427,18,15,0.549,0.092,3.94,220.73,683.22,931.31,961.24,1305.66,1072.53,1162.85,1
1620,4280.74,0.234,27,21,0.794,0.078,4.49,574.99,4637.33,4477.04,3500.64,5322.11,6312.98,4071.49,1
1621,2157.6,0.362,19,30,0.485,0.161,4.22,456.91,3151.17,2522.19,1888.26,1927.87,2545.46,1264.96,1
1622,1163.46,0.457,17,10,0.345,0.171,3.0,309.66,1093.55,178.85,1753.89,485.74,696.32,967.97,1
1623,1247.05,0.491,21,14,0.124,0.252,2.72,271.98,445.84,883.44,2182.15,1757.63,1561.89,793.42,1
1624,1945.8,0.44,26,15,0.496,0.079,3.59,304.28,1167.41,2335.56,1940.68,4305.58,3046.42,896.32,0
1625,1507.36,0.309,27,24,0.719,0.057,5.0,439.68,1116.65,1505.45,1187.69,1397.68,1291.02,605.19,1
1626,498.93,0.374,19,19,0.489,0.219,4.18,101.35,413.36,910.81,447.48,274.28,658.13,635.35,0
1627,1760.47,0.484,17,13,0.0,0.345,3.18,835.52,1124.77,1304.55,2904.61,2818.25,0.0,1283.86,0
1628,1977.84,0.374,19,18,0.398,0.213,3.8,86.21,2738.41,2674.9,2956.0,1140.86,3068.0,1688.51,1
1629,457.78,0.193,24,34,0.693,0.152,4.48,19.41,433.35,528.9,474.92,425.42,528.41,532.33,1
1630,2058.56,0.262,19,23,0.789,0.0,3.5,534.28,2737.64,2135.47,1773.44,637.67,688.47,2088.64,0
1631,4481.65,0.296,24,16,0.577,0.078,4.29,795.31,2982.08,4912.04,5918.16,4079.29,4989.32,2412.75,1
1632,792.16,0.286,22,36,0.618,0.1,3.81,192.82,712.13,726.43,1159.79,502.61,342.19,944.56,1
1633,1575.3,0.197,22,20,0.599,0.241,4.01,145.13,1607.58,964.47,1125.34,1965.0,1386.13,2034.65,1
1634,996.97,0.406,14,25,0.534,0.121,3.63,183.77,1324.74,1138.15,902.99,602.29,1271.45,1200.38,1
1635,3839.25,0.305,20,19,0.492,0.184,4.23,831.53,5177.42,4340.56,5191.85,4751.71,3680.09,2827.1,1
1636,2295.62,0.266,13,25,0.719,0.109,3.56,313.36,1967.34,2652.77,2340.55,2231.63,3061.94,1397.47,1
1637,991.88,0.207,21,35,0.816,0.084,3.51,196.93,1195.79,1004.83,891.59,1017.61,1004.96,806.85,0
1638,2208.81,0.115,22,39,0.924,0.038,4.45,157.0,1781.65,2455.26,2255.84,2341.44,2199.3,2234.97,1
1639,3998.93,0.59,17,15,0.061,0.195,2.33,846.12,6053.06,1957.39,4872.85,3872.91,6588.59,7361.27,1
1640,1028.81,0.464,26,11,0.444,0.024,3.38,304.15,388.15,1730.29,490.49,719.34,867.53,666.04,1
1641,1248.01,0.497,20,18,0.352,0.246,3.93,101.08,1525.11,635.1,1304.34,744.22,1232.4,845.42,1
1642,2666.66,0.191,28,37,0.86,0.024,4.35,203.1,3241.11,2611.8,2853.54,2925.59,2720.93,3186.3,1
1643,1189.41,0.235,24,23,0.686,0.005,4.42,327.32,1437.44,1379.75,1052.19,657.78,1170.54,1068.08,1
1644,4731.4,0.315,25,23,0.535,0.158,4.06,353.67,2289.76,3964.35,3570.31,7231.12,6459.61,7284.47,1
1645,1442.58,0.291,29,24,0.699,0.116,4.94,356.68,1254.55,1757.48,1216.44,1498.0,1162.24,1380.31,1
1646,614.82,0.275,18,32,0.737,0.124,3.7,113.39,736.08,556.84,450.6,557.75,474.38,812.33,1
1647,1125.66,0.2,19,34,0.816,0.122,4.26,164.99,1280.79,1152.28,1317.38,1185.63,886.36,1211.93,1
1648,2643.82,0.24,25,21,0.714,0.045,3.88,786.07,2818.71,2529.02,2020.38,2267.15,1286.31,3091.98,1
1649,1113.64,0.211,23,32,0.675,0.057,4.62,283.15,597.01,978.29,1158.01,1071.86,1461.82,1072.09,1
1650,2025.03,0.236,23,19,0.758,0.064,4.02,409.82,2597.95,3101.52,1846.09,1483.83,1594.27,1971.63,1
1651,2196.34,0.251,21,26,0.536,0.177,4.66,17.1,2955.14,1733.35,1806.99,2403.15,2064.79,2427.31,1
1652,670.2,0.361,18,22,0.582,0.019,3.66,158.82,709.79,117.48,1001.75,651.23,1046.87,863.17,1
1653,1225.43,0.37,27,24,0.523,0.146,4.36,115.6,1329.21,860.57,1166.05,1310.54,1161.01,1464.27,1
1654,1541.83,0.382,16,18,0.393,0.218,4.0,250.22,1838.1,1619.16,1147.6,2415.3,1844.78,500.92,1
1655,2385.71,0.308,23,32,0.575,0.171,3.8,430.83,3459.33,2108.67,1823.24,1794.51,1341.38,2575.14,1
1656,1346.29,0.16,25,24,0.959,0.066,4.4,446.67,1400.21,1565.52,1419.27,1318.55,1647.26,1204.97,1
1657,1432.95,0.202,15,27,0.63,0.166,4.09,228.9,1377.6,1717.29,1672.24,954.86,1397.74,1274.91,1
1658,949.49,0.452,15,17,0.439,0.023,3.71,62.84,1113.34,812.75,1495.24,1185.71,512.17,1145.97,1
1659,1312.99,0.623,13,7,0.237,0.292,2.99,390.71,1303.9,0.0,1175.76,1298.68,478.89,2702.79,0
1660,1961.68,0.334,22,24,0.506,0.16,3.37,466.99,1961.84,1121.11,1812.49,1973.04,3068.75,1809.66,1
1661,1297.48,0.252,21,32,0.671,0.169,3.95,312.74,719.1,1286.93,1340.37,1245.94,1105.49,1943.67,1
1662,2363.36,0.163,23,33,0.814,0.008,3.52,706.82,2564.82,1760.49,2427.76,2140.56,1979.33,1940.64,1
1663,907.7,0.347,14,22,0.533,0.049,4.08,288.52,1276.46,791.92,664.66,1693.43,771.37,1295.44,1
1664,1916.2,0.456,27,8,0.362,0.269,2.88,208.22,2807.85,3158.2,3194.13,1949.6,1955.85,2292.56,1
1665,1715.66,0.424,19,25,0.498,0.099,3.51,117.9,2408.03,1965.26,1731.84,1931.54,1826.19,1867.5,0
1666,7289.26,0.232,24,29,0.499,0.13,4.34,1803.34,7199.47,7366.62,8195.14,5359.01,8042.03,9632.42,1
1667,1025.86,0.376,17,23,0.387,0.2,4.02,163.11,1081.98,624.93,1189.37,1366.82,1116.3,780.66,0
1668,1287.38,0.276,18,25,0.597,0.159,3.19,214.04,1710.45,1351.92,1430.82,1243.54,1517.18,1741.05,1
1669,1092.29,0.48,27,16,0.334,0.24,3.59,98.6,1546.78,956.82,566.13,1325.89,949.36,983.13,1
1670,474.5,0.449,10,24,0.0,0.281,3.6,107.57,791.16,525.34,473.14,666.74,915.97,337.7,1
1671,1263.51,0.232,23,19,0.602,0.067,4.01,268.08,1066.17,1476.81,1932.57,1233.03,1120.23,874.33,1
1672,1615.76,0.449,14,16,0.371,0.213,4.09,270.74,1123.64,2266.74,2766.17,1125.06,2596.0,2764.85,1
1673,1365.58,0.592,14,4,0.004,0.305,2.74,94.13,1096.74,1469.78,1492.51,0.0,881.34,2288.17,1
1674,1286.52,0.435,15,20,0.224,0.123,2.64,356.02,758.87,1572.95,1081.25,1069.88,487.65,1019.03,1
1675,955.05,0.444,15,15,0.403,0.24,3.92,191.45,394.76,737.97,14.73,665.71,248.22,1186.3,1
1676,1234.66,0.241,22,24,0.74,0.0,3.85,332.65,1373.99,1571.39,1086.79,894.8,1325.03,1272.3,1
1677,484.07,0.466,8,12,0.293,0.249,2.79,5.69,574.52,283.74,466.36,812.2,746.46,404.38,1
1678,1144.8,0.24,21,36,0.802,0.038,3.97,211.27,1212.56,1087.71,1057.48,1415.26,828.04,1410.3,1
1679,513.61,0.474,17,14,0.263,0.24,3.88,62.99,599.76,814.79,453.28,67.95,299.89,361.29,1
1680,2549.41,0.378,14,16,0.372,0.203,3.16,466.27,1140.35,2085.73,3148.6,2697.38,2921.12,439.59,1
1681,6101.47,0.188,29,26,0.676,0.099,5.0,1558.66,5551.5,4565.41,4955.42,5165.2,6098.56,6399.16,1
1682,433.53,0.327,18,19,0.563,0.152,3.54,90.87,391.9,375.26,472.21,485.56,350.45,443.0,1
1683,1784.59,0.29,20,21,0.71,0.088,3.97,323.81,1809.71,2505.26,1727.5,1370.52,1122.17,1477.39,1
1684,1572.45,0.315,18,22,0.445,0.194,3.28,284.65,848.54,446.37,1134.91,1305.15,1725.72,1129.89,1
1685,1607.08,0.365,20,17,0.561,0.239,3.79,88.74,1062.13,1667.22,2590.39,2172.74,1990.59,691.15,1
1686,1210.36,0.247,26,22,0.595,0.054,3.83,130.08,1079.81,1020.72,1434.04,1455.44,1357.45,1101.87,1
1687,3086.83,0.401,29,16,0.558,0.0,3.0,832.53,4397.58,2879.2,2112.82,4956.42,3119.67,2002.79,1
1688,1392.4,0.54,19,11,0.157,0.21,4.32,194.32,1589.29,1130.34,1781.31,1229.21,598.65,2117.5,1
1689,2559.38,0.434,23,27,0.262,0.18,3.28,694.19,3693.02,3625.24,1017.49,944.03,2908.45,3132.55,1
1690,1000.99,0.468,26,18,0.458,0.137,3.4,246.35,943.61,1026.2,690.07,1432.72,1113.38,773.93,1
1691,672.0,0.267,22,24,0.627,0.067,4.24,168.23,672.18,853.0,909.79,838.06,436.79,765.63,1
1692,2290.96,0.276,27,27,0.551,0.176,4.6,473.39,2606.46,3102.75,2513.18,2688.14,2099.83,2223.02,1
1693,696.58,0.522,21,16,0.146,0.165,3.81,101.09,632.14,707.45,795.19,426.13,829.82,598.6,1
1694,2377.17,0.42,19,21,0.403,0.192,3.06,399.15,1753.39,2018.22,3362.65,1307.99,2299.05,2322.45,1
1695,426.39,0.325,22,27,0.554,0.163,3.91,98.59,219.71,478.71,511.19,500.74,154.4,672.12,1
1696,875.45,0.36,13,19,0.434,0.177,3.08,8.71,687.06,1055.1,791.62,596.24,673.69,1078.36,1
1697,1144.57,0.277,23,37,0.674,0.126,4.34,319.91,1409.93,778.58,1441.73,1046.83,920.24,1049.85,1
1698,981.67,0.306,14,25,0.5,0.193,3.17,137.42,1359.78,1052.47,475.12,1853.4,1149.42,1249.76,1
1699,1673.73,0.183,16,21,0.65,0.11,3.84,289.72,1436.72,1596.0,1469.12,2326.35,2470.25,1936.69,1
1700,1311.07,0.582,17,7,0.111,0.225,3.21,227.85,0.0,990.18,1237.06,1916.19,1413.33,1509.33,0
1701,1528.63,0.487,14,14,0.407,0.193,3.63,270.28,2218.02,1014.57,1936.14,1035.91,637.35,1284.18,1
1702,2224.89,0.345,20,15,0.606,0.149,3.66,166.66,2278.09,1744.45,1975.35,1670.28,2101.65,1921.9,1
1703,1232.58,0.393,20,12,0.522,0.184,4.28,236.83,580.09,1840.8,368.4,1579.3,1237.73,711.79,1
1704,5970.79,0.248,23,27,0.71,0.007,4.32,1358.65,1365.64,5431.94,3121.83,8186.9,7090.84,6237.99,1
1705,2323.01,0.494,14,15,0.303,0.185,3.64,38.2,1217.77,3635.14,2244.89,1736.05,3747.98,1623.36,1
1706,1227.56,0.366,23,21,0.451,0.104,3.17,93.22,1019.45,1286.46,1012.79,1022.21,1852.85,1031.24,1
1707,1432.57,0.29,21,15,0.548,0.161,4.63,360.53,953.31,961.19,1053.88,1469.07,1656.14,1692.25,1
1708,1531.56,0.18,25,33,0.726,0.125,3.88,362.65,1721.89,1584.04,1235.21,1149.47,1531.34,1995.69,1
1709,1898.24,0.122,18,25,0.727,0.075,4.86,387.05,1709.82,1622.78,1929.27,1583.24,2242.23,1985.02,1
1710,630.9,0.459,17,10,0.389,0.136,4.22,79.13,634.49,806.67,1007.91,290.45,530.3,600.46,0
1711,970.74,0.342,24,24,0.575,0.156,3.94,230.31,1758.82,901.76,1015.19,1152.05,988.83,964.51,1
1712,370.84,0.437,22,13,0.258,0.199,3.93,31.06,389.9,509.58,584.28,414.97,331.35,555.46,1
1713,916.39,0.459,16,15,0.383,0.246,2.33,154.88,867.82,1519.25,759.12,1394.52,20.11,1079.44,0
1714,2556.08,0.427,18,25,0.499,0.234,3.72,192.93,2454.54,659.89,3040.62,657.86,3945.71,2767.77,1
1715,1370.42,0.132,18,25,0.729,0.138,4.55,228.92,1491.1,1287.24,1614.3,1096.81,1492.27,1418.15,1
1716,1494.51,0.222,20,18,0.686,0.11,4.46,145.82,1675.05,1093.91,1442.22,1645.45,709.51,1021.32,1
1717,1770.54,0.171,17,31,0.914,0.133,3.71,425.75,1466.47,2424.49,1778.41,1506.32,2074.07,1888.85,1
1718,858.7,0.254,21,41,0.649,0.12,3.86,184.32,769.02,762.66,777.02,684.33,792.52,667.8,1
1719,1441.74,0.416,22,13,0.434,0.138,2.61,193.7,1041.14,652.28,1797.42,2049.69,2035.16,1678.5,1
1720,2253.01,0.326,17,23,0.566,0.095,3.99,602.06,2045.71,3896.2,2914.79,1847.45,2308.6,1713.79,1
1721,1552.23,0.4,19,15,0.316,0.156,2.84,160.65,2686.55,1101.35,1770.37,1281.53,709.34,1919.34,1
1722,3337.68,0.115,23,40,0.902,0.044,4.79,591.36,3574.25,2716.29,3249.78,3241.87,3347.78,3279.04,1
